"user_id";"movie_id";"rating"
"35";"315162";5
"35";"505642";3
"35";"677179";1
"35";"782936";5
"35";"823999";1
"35";"842544";1
"35";"985939";5
"36";"1035806";1
"36";"1058949";1
"36";"500436270";4
"36";"785084";3
"36";"843794";3
"36";"906221";5
"36";"934433";3
"36";"965839";1
"37";"1035806";3
"37";"1058949";1
"37";"1077280";4
"37";"267805";2
"37";"497828";3
"37";"677179";4
"37";"758009";4
"37";"785084";3
"37";"823999";3
"37";"840789";5
"37";"937278";4
"38";"1003580";1
"38";"1058949";3
"38";"267805";2
"38";"497828";4
"38";"505642";1
"38";"785084";3
"38";"840789";2
"38";"934433";5
"38";"937278";3
"38";"985939";2
"39";"1077280";2
"39";"758009";1
"39";"785084";4
"39";"840789";4
"39";"906221";2
"39";"937278";2
"4";"505642";1
"4";"785084";5
"4";"840789";3
"4";"843794";5
"4";"906221";3
"4";"937278";1
"40";"1003580";4
"40";"267805";3
"40";"497828";5
"40";"500436270";4
"40";"758009";3
"40";"842544";3
"40";"843794";1
"40";"906221";1
"40";"937278";1
"41";"1003580";2
"41";"1058949";2
"41";"1077280";3
"41";"497828";4
"41";"500436270";2
"41";"505642";2
"41";"536554";1
"41";"631842";2
"41";"646389";4
"41";"758009";2
"41";"823999";4
"41";"842544";3
"41";"937278";5
"41";"985939";4
"42";"1035806";3
"42";"1058949";1
"42";"1077280";4
"42";"500436270";4
"42";"536554";2
"42";"646389";2
"42";"758009";5
"42";"785084";5
"42";"906221";4
"43";"1003580";2
"43";"1035806";3
"43";"497828";2
"43";"631842";4
"43";"646389";1
"43";"782936";3
"43";"823999";1
"44";"1003580";3
"44";"1035806";1
"44";"646389";1
"44";"677179";2
"44";"785084";1
"44";"823999";1
"44";"840789";2
"44";"843794";3
"44";"965839";2
"45";"315162";2
"45";"497828";2
"45";"536554";3
"45";"782936";3
"45";"842544";4
"45";"934433";2
"46";"500436270";5
"46";"631842";4
"46";"646389";2
"46";"785084";1
"46";"906221";2
"47";"1003580";2
"47";"1058949";3
"47";"1077280";2
"47";"536554";2
"47";"677179";1
"47";"785084";4
"47";"934433";5
"47";"937278";2
"47";"985939";5
"48";"267805";2
"48";"315162";5
"48";"497828";2
"48";"505642";3
"48";"823999";5
"48";"842544";5
"48";"906221";4
"48";"937278";2
"48";"965839";2
"48";"985939";2
"49";"1035806";1
"49";"267805";4
"49";"315162";5
"49";"646389";1
"49";"782936";4
"49";"785084";5
"49";"843794";5
"49";"934433";2
"49";"965839";5
"5";"1035806";1
"5";"267805";3
"50";"267805";5
"50";"505642";2
"50";"536554";1
"50";"631842";4
"50";"646389";3
"50";"823999";2
"50";"843794";1
"6";"1035806";5
"6";"315162";2
"6";"497828";2
"6";"677179";4
"7";"1003580";2
"7";"1077280";2
"7";"497828";3
"7";"782936";2
"7";"906221";4
"7";"965839";2
"7";"985939";2
"8";"1003580";1
"8";"1035806";3
"8";"1058949";5
"8";"1077280";2
"8";"315162";3
"8";"646389";2
"8";"677179";5
"8";"906221";4
"8";"965839";4
"8";"985939";2
"9";"1003580";2
"9";"1058949";3
"9";"505642";3
"9";"631842";2
"9";"677179";2
"9";"758009";5
"9";"823999";5
"9";"840789";2
"9";"843794";1
"9";"937278";3
"9";"985939";5
